S_NO,NAME,DEPARTMENT,MATHS_ATT,CT_ATT,DE_ATT,CPP_ATT,COE_ATT,MATHS_SCORE,CT_SCORE,DE_SCORE,CPP_SCORE,STUDENT_PROFILE,PARENT_ID,PARENT_PASSWORD
238,Amit64,Computer Science Engineering,86,54,60,40,55,38,46,48,91,Inconsistent Learner,p_amit64,pass_4990
239,Pennesh18,Computer Science Engineering,65,82,43,56,67,58,55,78,61,Inconsistent Learner,p_pennesh18,pass_5133
240,Ajay90,Computer Science Engineering,72,78,52,89,56,59,86,56,70,Inconsistent Learner,p_ajay90,pass_6519
241,Mitul29,Computer Science Engineering,95,91,61,56,94,80,86,86,86,Inconsistent Learner,p_mitul29,pass_6788
242,Ajay22,Computer Science Engineering,74,68,63,85,50,72,80,84,36,Inconsistent Learner,p_ajay22,pass_1774
243,Neha30,Computer Science Engineering,85,45,77,73,74,58,93,56,90,Inconsistent Learner,p_neha30,pass_9842
244,Amit53,Computer Science Engineering,84,51,60,46,32,30,64,87,64,Inconsistent Learner,p_amit53,pass_2228
245,Riya3,Computer Science Engineering,54,75,63,70,68,87,71,98,71,Inconsistent Learner,p_riya3,pass_5358
246,Vijay55,Computer Science Engineering,73,70,67,88,51,89,94,35,51,Inconsistent Learner,p_vijay55,pass_6415
247,Pradhik37,Computer Science Engineering,57,80,71,62,45,88,74,97,93,Theoretical Learner,p_pradhik37,pass_3873
248,Pradhik88,Computer Science Engineering,57,91,55,44,36,92,90,62,74,Inconsistent Learner,p_pradhik88,pass_6849
249,Rahul3,Computer Science Engineering,53,51,62,83,90,36,30,44,51,Practical Learner,p_rahul3,pass_1744
250,Mitul77,Computer Science Engineering,90,51,42,74,73,40,51,48,87,Inconsistent Learner,p_mitul77,pass_6773
251,Pooja25,Computer Science Engineering,58,86,56,87,63,73,51,58,38,Inconsistent Learner,p_pooja25,pass_4968
252,Neha58,Computer Science Engineering,87,60,93,57,50,44,60,37,87,Inconsistent Learner,p_neha58,pass_1261
253,Sneha55,Computer Science Engineering,93,98,43,62,88,74,47,66,34,Practical Learner,p_sneha55,pass_5899
254,Arjun73,Computer Science Engineering,63,49,94,45,77,87,60,40,45,Inconsistent Learner,p_arjun73,pass_1880
255,Sabereesh48,Computer Science Engineering,82,50,91,80,55,85,50,46,79,Inconsistent Learner,p_sabereesh48,pass_4970
256,Sneha92,Computer Science Engineering,58,89,76,44,92,85,37,97,38,Practical Learner,p_sneha92,pass_4858
257,Kavinaya68,Computer Science Engineering,53,44,44,84,85,76,44,92,85,Inconsistent Learner,p_kavinaya68,pass_4981
258,Sneha96,Computer Science Engineering,45,51,82,61,44,81,52,76,40,Inconsistent Learner,p_sneha96,pass_1391
259,Pennesh53,Computer Science Engineering,68,91,40,52,85,56,73,72,94,Inconsistent Learner,p_pennesh53,pass_6019
260,Amit83,Computer Science Engineering,65,54,54,99,66,61,61,53,98,Inconsistent Learner,p_amit83,pass_6240
261,Pooja23,Computer Science Engineering,80,93,59,96,55,99,36,47,33,Struggling Academically,p_pooja23,pass_9660
262,Vijay31,Computer Science Engineering,46,51,89,45,58,53,75,71,71,Inconsistent Learner,p_vijay31,pass_8553
263,Riya81,Computer Science Engineering,80,95,83,66,72,94,59,44,38,Struggling Academically,p_riya81,pass_4668
264,Siva83,Computer Science Engineering,60,51,68,92,33,79,52,81,90,Inconsistent Learner,p_siva83,pass_9920
265,Sabereesh86,Computer Science Engineering,90,83,93,93,64,63,91,87,75,Inconsistent Learner,p_sabereesh86,pass_8520
266,Mitul19,Computer Science Engineering,66,54,55,91,85,93,34,57,81,Practical Learner,p_mitul19,pass_3453
267,Priya83,Computer Science Engineering,92,58,78,51,78,62,99,92,52,Inconsistent Learner,p_priya83,pass_7260
268,Kavinaya27,Computer Science Engineering,56,80,89,53,42,58,95,63,45,Inconsistent Learner,p_kavinaya27,pass_5453
269,Neha59,Computer Science Engineering,88,81,72,77,44,95,53,62,55,Inconsistent Learner,p_neha59,pass_6492
270,Pennesh78,Computer Science Engineering,89,65,70,52,43,47,61,40,40,Inconsistent Learner,p_pennesh78,pass_1459
271,Neha98,Computer Science Engineering,73,47,60,84,88,86,50,70,91,Inconsistent Learner,p_neha98,pass_9646
272,Amit95,Computer Science Engineering,97,84,55,95,58,62,40,44,65,Struggling Academically,p_amit95,pass_5790
273,Priya11,Computer Science Engineering,91,48,80,74,55,81,74,62,80,Inconsistent Learner,p_priya11,pass_7462
274,Neha40,Computer Science Engineering,45,76,48,98,77,69,54,72,34,Inconsistent Learner,p_neha40,pass_3985
275,Vikram51,Computer Science Engineering,68,81,40,47,93,72,38,60,73,Practical Learner,p_vikram51,pass_5365
276,Vijay54,Computer Science Engineering,91,67,56,55,97,94,37,89,65,Inconsistent Learner,p_vijay54,pass_6498
277,Kavinaya71,Computer Science Engineering,87,97,49,53,87,94,87,63,55,Inconsistent Learner,p_kavinaya71,pass_1008
278,Vikram40,Computer Science Engineering,50,58,89,86,99,40,72,58,42,Practical Learner,p_vikram40,pass_1482
279,Pradhik92,Computer Science Engineering,90,60,67,73,57,98,60,35,80,Inconsistent Learner,p_pradhik92,pass_3165
280,Arjun7,Computer Science Engineering,41,42,92,71,37,54,68,82,59,Inconsistent Learner,p_arjun7,pass_5046
281,Karan25,Computer Science Engineering,53,92,86,46,44,87,60,36,74,Inconsistent Learner,p_karan25,pass_2996
282,Pradhik81,Computer Science Engineering,46,59,75,52,94,70,67,75,53,Practical Learner,p_pradhik81,pass_2153
283,Karan20,Computer Science Engineering,70,87,79,60,34,44,72,40,53,Inconsistent Learner,p_karan20,pass_5421
284,Vikram76,Computer Science Engineering,58,46,93,93,36,91,36,85,40,Inconsistent Learner,p_vikram76,pass_4616
285,Sabereesh30,Computer Science Engineering,81,46,53,85,87,75,86,61,38,Practical Learner,p_sabereesh30,pass_4366
286,Pradhik46,Computer Science Engineering,91,79,85,43,60,43,58,92,35,Inconsistent Learner,p_pradhik46,pass_1031
287,Priya61,Computer Science Engineering,61,84,84,54,32,38,77,93,75,Inconsistent Learner,p_priya61,pass_2368
288,Riya69,Computer Science Engineering,92,62,77,96,43,84,76,70,41,Inconsistent Learner,p_riya69,pass_2333
289,Vijay66,Computer Science Engineering,90,56,53,71,70,63,90,67,65,Inconsistent Learner,p_vijay66,pass_5327
290,Amit1,Computer Science Engineering,98,69,66,48,98,89,86,74,97,Inconsistent Learner,p_amit1,pass_5739
291,Arjun74,Computer Science Engineering,56,51,78,85,39,79,43,75,52,Inconsistent Learner,p_arjun74,pass_7026
292,Vijay16,Computer Science Engineering,65,46,74,80,83,90,40,42,76,Practical Learner,p_vijay16,pass_6453
293,Neha59,Computer Science Engineering,43,65,90,85,93,78,81,34,86,Practical Learner,p_neha59,pass_7421
294,Balkies34,Computer Science Engineering,83,76,64,88,87,67,91,84,67,Inconsistent Learner,p_balkies34,pass_9583
295,Kavinaya31,Computer Science Engineering,71,99,48,60,72,45,53,55,93,Inconsistent Learner,p_kavinaya31,pass_7025
296,Ajay65,Computer Science Engineering,88,84,73,93,67,65,53,91,82,Inconsistent Learner,p_ajay65,pass_5741
297,Mitul86,Computer Science Engineering,41,48,40,74,70,65,90,73,40,Inconsistent Learner,p_mitul86,pass_6766
298,Pradhik79,Computer Science Engineering,82,91,94,65,38,40,60,55,34,Struggling Academically,p_pradhik79,pass_1909
299,Arjun90,Computer Science Engineering,78,85,57,60,39,48,65,57,65,Inconsistent Learner,p_arjun90,pass_7893
300,Amit55,Computer Science Engineering,78,83,53,97,37,69,69,66,42,Inconsistent Learner,p_amit55,pass_6660
301,Riya95,Computer Science Engineering,84,43,40,65,56,54,53,36,69,Needs Motivation,p_riya95,pass_7439
302,Karan79,Computer Science Engineering,56,51,83,46,70,95,84,91,82,Inconsistent Learner,p_karan79,pass_8739
303,Rahul95,Computer Science Engineering,72,78,56,75,40,58,86,92,55,Inconsistent Learner,p_rahul95,pass_2507
304,Mitul59,Computer Science Engineering,69,45,80,91,89,66,34,61,98,Practical Learner,p_mitul59,pass_5004
305,Rahul83,Computer Science Engineering,45,57,45,56,35,53,34,62,70,Needs Motivation,p_rahul83,pass_4579
306,Sneha43,Computer Science Engineering,71,71,48,69,42,73,82,39,46,Inconsistent Learner,p_sneha43,pass_4986
307,Neha80,Computer Science Engineering,60,40,63,48,49,58,75,58,44,Needs Motivation,p_neha80,pass_8955
308,Ajay90,Computer Science Engineering,66,93,61,85,66,85,96,62,39,Inconsistent Learner,p_ajay90,pass_7248
309,Vijay67,Computer Science Engineering,42,47,42,89,86,77,63,35,30,Practical Learner,p_vijay67,pass_1116
310,Siva57,Computer Science Engineering,92,85,89,78,95,87,96,59,67,Inconsistent Learner,p_siva57,pass_4400
311,Karan4,Computer Science Engineering,95,79,92,65,73,33,44,55,68,Struggling Academically,p_karan4,pass_6291
312,Pradhik69,Computer Science Engineering,53,88,50,93,46,70,71,31,73,Inconsistent Learner,p_pradhik69,pass_5675
313,Ajith9,Computer Science Engineering,93,89,44,42,66,89,54,37,43,Inconsistent Learner,p_ajith9,pass_8212
314,Pennesh30,Computer Science Engineering,61,66,68,53,50,36,69,76,84,Inconsistent Learner,p_pennesh30,pass_3253
315,Kavinaya30,Computer Science Engineering,43,94,77,57,41,48,51,63,54,Inconsistent Learner,p_kavinaya30,pass_9400
316,Pennesh82,Computer Science Engineering,47,73,76,50,97,69,88,66,52,Practical Learner,p_pennesh82,pass_9588
317,Pooja28,Computer Science Engineering,44,85,73,86,78,34,51,93,34,Inconsistent Learner,p_pooja28,pass_7634
318,Priya1,Computer Science Engineering,46,95,69,84,64,64,39,33,98,Inconsistent Learner,p_priya1,pass_9648
319,Karan73,Computer Science Engineering,83,45,65,62,68,68,36,72,71,Inconsistent Learner,p_karan73,pass_6397
320,Priya24,Computer Science Engineering,91,49,66,54,84,57,89,46,73,Practical Learner,p_priya24,pass_6129
321,Siva32,Computer Science Engineering,68,78,84,63,74,67,55,52,92,Inconsistent Learner,p_siva32,pass_1841
322,Karan34,Computer Science Engineering,66,84,48,46,92,52,48,44,79,Practical Learner,p_karan34,pass_9876
323,Mitul6,Computer Science Engineering,60,57,73,64,42,45,40,43,75,Inconsistent Learner,p_mitul6,pass_4128
324,Vikram60,Computer Science Engineering,64,90,93,72,95,71,59,80,31,Inconsistent Learner,p_vikram60,pass_4413
325,Sneha69,Computer Science Engineering,63,42,43,56,55,39,91,40,41,Needs Motivation,p_sneha69,pass_3705
326,Pooja18,Computer Science Engineering,65,69,92,65,55,88,38,51,81,Inconsistent Learner,p_pooja18,pass_6104
327,Sabereesh56,Computer Science Engineering,79,72,52,92,76,53,56,65,91,Inconsistent Learner,p_sabereesh56,pass_7660
328,Pradhik56,Computer Science Engineering,78,78,88,89,87,33,79,74,93,Inconsistent Learner,p_pradhik56,pass_8192
329,Pradhik54,Computer Science Engineering,54,72,55,50,69,43,74,89,72,Inconsistent Learner,p_pradhik54,pass_7382
330,Priya49,Computer Science Engineering,63,77,96,49,81,96,38,48,74,Practical Learner,p_priya49,pass_7931
331,Ajay22,Computer Science Engineering,82,87,79,84,75,92,57,68,65,Inconsistent Learner,p_ajay22,pass_7421
332,Neha89,Computer Science Engineering,47,41,47,81,42,75,74,56,87,Inconsistent Learner,p_neha89,pass_8465
333,Ajay44,Computer Science Engineering,89,58,87,52,52,78,53,60,49,Inconsistent Learner,p_ajay44,pass_9172
334,Rahul85,Computer Science Engineering,42,70,70,51,85,93,97,83,65,Inconsistent Learner,p_rahul85,pass_2713
335,Sabereesh70,Computer Science Engineering,58,78,96,60,36,60,42,74,70,Inconsistent Learner,p_sabereesh70,pass_2776
336,Ajay27,Computer Science Engineering,77,68,57,91,59,59,60,57,45,Inconsistent Learner,p_ajay27,pass_6688
337,Vijay85,Computer Science Engineering,74,44,83,92,90,68,89,87,76,Inconsistent Learner,p_vijay85,pass_8648
338,Balkies20,Computer Science Engineering,64,75,40,54,98,30,33,81,82,Practical Learner,p_balkies20,pass_2323
339,Sabereesh58,Computer Science Engineering,52,82,49,56,82,66,61,62,67,Practical Learner,p_sabereesh58,pass_4500
340,Pooja87,Computer Science Engineering,67,65,83,57,74,67,50,60,34,Inconsistent Learner,p_pooja87,pass_2499
341,Ajith47,Computer Science Engineering,97,78,79,64,69,31,74,60,97,Inconsistent Learner,p_ajith47,pass_5047
342,Pooja50,Computer Science Engineering,47,79,99,64,39,49,80,58,36,Inconsistent Learner,p_pooja50,pass_2040
343,Priya61,Computer Science Engineering,86,89,50,93,64,87,47,43,31,Inconsistent Learner,p_priya61,pass_4187
344,Karan66,Computer Science Engineering,83,58,92,61,79,86,31,70,71,Inconsistent Learner,p_karan66,pass_8301
345,Karan97,Computer Science Engineering,82,54,59,65,49,55,60,46,70,Inconsistent Learner,p_karan97,pass_1555
346,Mitul40,Computer Science Engineering,66,59,78,96,34,36,95,87,65,Inconsistent Learner,p_mitul40,pass_4175
347,Pennesh27,Computer Science Engineering,51,89,85,94,38,46,73,69,41,Inconsistent Learner,p_pennesh27,pass_4451
348,Pradhik88,Computer Science Engineering,44,88,44,57,99,88,39,91,82,Inconsistent Learner,p_pradhik88,pass_9610
349,Vijay29,Computer Science Engineering,91,44,43,97,89,89,58,36,95,Practical Learner,p_vijay29,pass_2208
350,Ajith62,Computer Science Engineering,72,75,85,58,97,37,62,72,47,Practical Learner,p_ajith62,pass_7816
351,Balkies4,Computer Science Engineering,66,95,89,52,82,35,30,64,40,Inconsistent Learner,p_balkies4,pass_4768
352,Arjun36,Computer Science Engineering,62,46,62,64,65,50,64,90,67,Inconsistent Learner,p_arjun36,pass_6223
353,Arjun30,Computer Science Engineering,72,44,54,74,59,38,83,66,52,Inconsistent Learner,p_arjun30,pass_4745
354,Balkies31,Computer Science Engineering,99,40,60,40,57,82,46,61,40,Needs Motivation,p_balkies31,pass_5378
355,Balkies64,Computer Science Engineering,99,68,72,93,40,47,92,96,63,Inconsistent Learner,p_balkies64,pass_7449
356,Pradhik99,Computer Science Engineering,76,67,66,98,35,66,55,91,83,Inconsistent Learner,p_pradhik99,pass_3588
357,Riya99,Computer Science Engineering,97,85,90,90,91,69,58,83,30,Inconsistent Learner,p_riya99,pass_3754
358,Sneha27,Computer Science Engineering,76,40,63,63,34,34,85,72,56,Inconsistent Learner,p_sneha27,pass_8302
359,Kavinaya74,Computer Science Engineering,87,83,48,67,73,31,96,46,84,Inconsistent Learner,p_kavinaya74,pass_7243
360,Karan61,Computer Science Engineering,72,73,42,44,84,81,50,36,46,Practical Learner,p_karan61,pass_1562
361,Vikram40,Computer Science Engineering,55,97,49,69,53,72,38,34,34,Inconsistent Learner,p_vikram40,pass_5058
362,Pooja53,Computer Science Engineering,42,57,94,65,50,60,39,69,86,Inconsistent Learner,p_pooja53,pass_5575
363,Priya71,Computer Science Engineering,98,97,95,56,53,49,90,51,92,Inconsistent Learner,p_priya71,pass_2747
364,Sneha35,Computer Science Engineering,92,88,57,88,31,87,80,61,85,Inconsistent Learner,p_sneha35,pass_4190
365,Karan78,Computer Science Engineering,43,74,64,90,83,58,88,53,31,Practical Learner,p_karan78,pass_4720
366,Neha94,Computer Science Engineering,93,55,46,78,92,71,31,60,82,Practical Learner,p_neha94,pass_9594
367,Ajay83,Computer Science Engineering,97,98,78,92,91,54,92,57,59,Inconsistent Learner,p_ajay83,pass_3801
368,Amit63,Computer Science Engineering,70,67,43,42,87,35,67,51,72,Practical Learner,p_amit63,pass_5809
369,Arjun30,Computer Science Engineering,68,42,51,61,85,58,45,54,43,Practical Learner,p_arjun30,pass_4063
370,Vikram61,Computer Science Engineering,80,47,75,47,53,55,48,96,32,Inconsistent Learner,p_vikram61,pass_6370
371,Amit87,Computer Science Engineering,63,80,50,43,88,42,40,97,49,Practical Learner,p_amit87,pass_6672
372,Pooja40,Computer Science Engineering,44,48,93,54,32,68,74,45,76,Inconsistent Learner,p_pooja40,pass_9050
373,Pennesh64,Computer Science Engineering,86,95,86,45,82,31,43,86,50,Inconsistent Learner,p_pennesh64,pass_3042
374,Vikram58,Computer Science Engineering,43,87,85,45,37,30,97,45,30,Inconsistent Learner,p_vikram58,pass_5629
375,Vikram47,Computer Science Engineering,56,87,98,64,55,45,66,80,44,Inconsistent Learner,p_vikram47,pass_4430
376,Balkies4,Computer Science Engineering,59,57,79,65,62,77,32,66,36,Inconsistent Learner,p_balkies4,pass_2759
377,Neha55,Computer Science Engineering,92,50,41,85,88,74,55,67,90,Inconsistent Learner,p_neha55,pass_2179
378,Pradhik2,Computer Science Engineering,56,89,89,49,96,76,95,85,60,Inconsistent Learner,p_pradhik2,pass_7816
379,Balkies50,Computer Science Engineering,54,99,74,78,86,42,86,38,71,Inconsistent Learner,p_balkies50,pass_3354
380,Neha40,Computer Science Engineering,45,67,69,60,52,96,89,75,95,Theoretical Learner,p_neha40,pass_1788
381,Ajay79,Computer Science Engineering,40,64,94,65,63,85,93,35,86,Inconsistent Learner,p_ajay79,pass_2783
382,Neha52,Computer Science Engineering,50,99,86,92,43,60,34,62,31,Struggling Academically,p_neha52,pass_1646
383,Riya79,Computer Science Engineering,41,53,93,89,64,50,33,32,90,Inconsistent Learner,p_riya79,pass_8202
384,Mitul50,Computer Science Engineering,49,57,81,66,38,82,97,36,76,Inconsistent Learner,p_mitul50,pass_1230
385,Siva75,Computer Science Engineering,77,92,61,53,59,66,31,85,67,Inconsistent Learner,p_siva75,pass_2980
386,Kavinaya16,Computer Science Engineering,55,79,62,86,34,65,54,37,40,Inconsistent Learner,p_kavinaya16,pass_2186
387,Pooja22,Computer Science Engineering,57,51,74,78,78,88,32,93,80,Inconsistent Learner,p_pooja22,pass_5470
388,Neha93,Computer Science Engineering,56,82,88,94,83,97,75,35,49,Inconsistent Learner,p_neha93,pass_1095
389,Mitul83,Computer Science Engineering,87,76,49,66,93,83,74,55,74,Inconsistent Learner,p_mitul83,pass_9062
390,Sabereesh19,Computer Science Engineering,69,73,64,41,53,47,91,40,73,Inconsistent Learner,p_sabereesh19,pass_2001
391,Riya6,Computer Science Engineering,56,81,43,92,48,96,50,65,47,Inconsistent Learner,p_riya6,pass_3460
392,Mitul98,Computer Science Engineering,42,96,98,96,33,42,87,33,54,Struggling Academically,p_mitul98,pass_1575
393,Pooja64,Computer Science Engineering,92,82,71,41,61,59,44,69,59,Inconsistent Learner,p_pooja64,pass_5545
394,Vikram50,Computer Science Engineering,79,71,53,40,45,83,99,38,80,Inconsistent Learner,p_vikram50,pass_2365
395,Priya65,Computer Science Engineering,99,76,71,60,52,55,56,74,88,Inconsistent Learner,p_priya65,pass_2380
396,Mitul88,Computer Science Engineering,95,46,68,67,77,51,83,66,66,Inconsistent Learner,p_mitul88,pass_2563
397,Vikram54,Computer Science Engineering,72,90,89,58,70,85,65,85,79,Inconsistent Learner,p_vikram54,pass_8312
398,Pradhik90,Computer Science Engineering,99,84,95,72,42,33,59,51,93,Struggling Academically,p_pradhik90,pass_5111
399,Mitul72,Computer Science Engineering,43,46,40,52,84,96,44,71,52,Practical Learner,p_mitul72,pass_3293
400,Priya86,Computer Science Engineering,61,43,90,84,39,81,97,63,72,Inconsistent Learner,p_priya86,pass_9324
401,Balkies66,Computer Science Engineering,56,73,82,84,71,59,61,59,52,Inconsistent Learner,p_balkies66,pass_2364
402,Amit69,Computer Science Engineering,75,49,41,50,98,40,84,78,83,Inconsistent Learner,p_amit69,pass_9634
403,Vijay10,Computer Science Engineering,68,66,76,69,66,32,42,78,82,Inconsistent Learner,p_vijay10,pass_8008
404,Mitul92,Computer Science Engineering,59,60,53,51,63,42,30,95,73,Inconsistent Learner,p_mitul92,pass_8849
405,Ajay49,Computer Science Engineering,68,53,89,74,68,46,97,33,64,Inconsistent Learner,p_ajay49,pass_9106
406,Balkies60,Computer Science Engineering,80,56,84,96,32,53,83,37,96,Inconsistent Learner,p_balkies60,pass_9431
407,Ajay83,Computer Science Engineering,83,96,49,68,99,77,38,33,59,Practical Learner,p_ajay83,pass_8126
408,Amit23,Computer Science Engineering,55,68,57,93,70,78,74,51,68,Inconsistent Learner,p_amit23,pass_9904
409,Vikram6,Computer Science Engineering,51,71,55,93,63,71,99,99,85,Inconsistent Learner,p_vikram6,pass_4790
410,Mitul52,Computer Science Engineering,72,64,92,47,68,71,33,40,49,Inconsistent Learner,p_mitul52,pass_1537
411,Siva60,Computer Science Engineering,79,51,60,74,79,97,87,65,94,Inconsistent Learner,p_siva60,pass_2058
412,Ajay56,Computer Science Engineering,59,89,53,76,81,39,88,50,84,Practical Learner,p_ajay56,pass_9552
413,Sneha94,Computer Science Engineering,72,71,88,98,46,45,91,60,93,Inconsistent Learner,p_sneha94,pass_3102
414,Arjun76,Computer Science Engineering,76,59,43,83,56,53,46,37,68,Inconsistent Learner,p_arjun76,pass_3833
415,Mitul45,Computer Science Engineering,88,40,79,44,34,87,65,47,64,Inconsistent Learner,p_mitul45,pass_9767
416,Riya63,Computer Science Engineering,57,53,83,48,43,59,39,65,60,Inconsistent Learner,p_riya63,pass_5970
417,Rahul58,Computer Science Engineering,87,49,76,49,91,85,98,30,33,Practical Learner,p_rahul58,pass_9052
418,Ajay45,Computer Science Engineering,88,81,55,59,77,51,43,99,80,Inconsistent Learner,p_ajay45,pass_3649
419,Sabereesh67,Computer Science Engineering,42,69,72,96,96,77,87,92,33,Inconsistent Learner,p_sabereesh67,pass_8006
420,Vikram67,Computer Science Engineering,57,58,78,63,93,56,70,81,93,Inconsistent Learner,p_vikram67,pass_3228
421,Arjun83,Computer Science Engineering,74,82,86,96,39,44,43,35,60,Struggling Academically,p_arjun83,pass_2205
422,Siva16,Computer Science Engineering,50,97,90,50,92,73,78,84,87,Inconsistent Learner,p_siva16,pass_5060
423,Pennesh7,Computer Science Engineering,79,62,98,68,43,84,43,47,46,Inconsistent Learner,p_pennesh7,pass_7431
424,Vijay56,Computer Science Engineering,96,69,62,52,44,32,91,85,36,Inconsistent Learner,p_vijay56,pass_7262
425,Ajay16,Computer Science Engineering,97,63,73,92,66,70,87,72,66,Inconsistent Learner,p_ajay16,pass_1620
426,Ajay53,Computer Science Engineering,52,71,68,90,84,80,94,74,42,Inconsistent Learner,p_ajay53,pass_4428
427,Amit90,Computer Science Engineering,57,82,56,78,50,58,53,98,76,Inconsistent Learner,p_amit90,pass_4496
428,Vijay18,Computer Science Engineering,95,89,98,51,59,88,43,97,42,Inconsistent Learner,p_vijay18,pass_4208
429,Sabereesh9,Computer Science Engineering,49,84,84,44,93,76,70,62,89,Inconsistent Learner,p_sabereesh9,pass_5162
430,Vijay88,Computer Science Engineering,51,94,67,64,38,73,75,38,37,Inconsistent Learner,p_vijay88,pass_5023
431,Neha22,Computer Science Engineering,48,48,55,43,79,30,61,75,36,Inconsistent Learner,p_neha22,pass_1047
432,Arjun39,Computer Science Engineering,86,54,60,87,58,55,33,34,42,Inconsistent Learner,p_arjun39,pass_1613
433,Ajith54,Computer Science Engineering,59,46,90,56,69,80,59,88,64,Inconsistent Learner,p_ajith54,pass_7511
434,Mitul7,Computer Science Engineering,60,50,65,61,74,40,31,50,57,Inconsistent Learner,p_mitul7,pass_9488
435,Karan30,Computer Science Engineering,75,76,84,89,78,83,97,79,30,Inconsistent Learner,p_karan30,pass_1682
436,Rahul32,Computer Science Engineering,46,49,97,52,86,82,99,56,47,Inconsistent Learner,p_rahul32,pass_2326
437,Riya13,Computer Science Engineering,60,61,85,95,65,48,40,74,80,Inconsistent Learner,p_riya13,pass_1444
438,Vijay73,Computer Science Engineering,96,53,97,66,35,75,73,57,96,Inconsistent Learner,p_vijay73,pass_7172
439,Riya14,Computer Science Engineering,75,75,96,84,75,98,80,57,74,Inconsistent Learner,p_riya14,pass_1450
440,Sabereesh77,Computer Science Engineering,84,97,69,66,30,63,80,40,36,Inconsistent Learner,p_sabereesh77,pass_8925
441,Vikram30,Computer Science Engineering,99,72,72,53,95,96,90,76,68,Inconsistent Learner,p_vikram30,pass_9414
442,Vijay92,Computer Science Engineering,49,48,78,65,97,85,45,52,99,Inconsistent Learner,p_vijay92,pass_4096
443,Rahul13,Computer Science Engineering,45,72,97,86,94,65,73,54,61,Inconsistent Learner,p_rahul13,pass_4943
444,Balkies79,Computer Science Engineering,73,61,87,93,74,63,85,54,62,Inconsistent Learner,p_balkies79,pass_8813
445,Pooja54,Computer Science Engineering,40,59,79,71,48,39,62,59,65,Inconsistent Learner,p_pooja54,pass_3738
446,Vijay96,Computer Science Engineering,57,87,88,91,36,69,83,48,94,Inconsistent Learner,p_vijay96,pass_5358
447,Sabereesh27,Computer Science Engineering,66,65,44,90,55,49,74,50,31,Inconsistent Learner,p_sabereesh27,pass_8034
448,Balkies79,Computer Science Engineering,60,94,82,77,35,75,71,92,89,Theoretical Learner,p_balkies79,pass_1609
449,Siva3,Computer Science Engineering,88,51,82,43,93,94,84,30,76,Inconsistent Learner,p_siva3,pass_6289
450,Ajith98,Computer Science Engineering,61,77,99,94,38,86,74,52,42,Inconsistent Learner,p_ajith98,pass_8269
451,Neha21,Computer Science Engineering,63,80,94,86,51,62,55,85,45,Inconsistent Learner,p_neha21,pass_6320
452,Neha39,Computer Science Engineering,79,70,40,53,38,95,39,42,41,Inconsistent Learner,p_neha39,pass_9857
453,Amit94,Computer Science Engineering,77,62,91,60,69,99,33,85,92,Inconsistent Learner,p_amit94,pass_3033
454,Ajith81,Computer Science Engineering,85,87,94,81,66,96,91,41,56,Inconsistent Learner,p_ajith81,pass_1269
455,Pradhik30,Computer Science Engineering,97,89,62,81,75,80,77,41,91,Inconsistent Learner,p_pradhik30,pass_6065
456,Ajith67,Computer Science Engineering,93,96,92,48,43,41,39,64,94,Struggling Academically,p_ajith67,pass_5245
457,Amit57,Computer Science Engineering,61,88,67,76,71,82,51,66,52,Inconsistent Learner,p_amit57,pass_7989
458,Amit98,Computer Science Engineering,46,85,59,56,58,35,47,78,44,Inconsistent Learner,p_amit98,pass_7295
459,Ajay56,Computer Science Engineering,85,69,89,44,95,39,31,35,86,Practical Learner,p_ajay56,pass_8345
460,Sneha80,Computer Science Engineering,69,51,92,76,76,69,73,53,94,Inconsistent Learner,p_sneha80,pass_3083
461,Ajith82,Computer Science Engineering,89,99,44,98,61,64,71,61,44,Inconsistent Learner,p_ajith82,pass_8589
462,Karan56,Computer Science Engineering,92,43,67,74,91,33,97,92,88,Inconsistent Learner,p_karan56,pass_2477
463,Sabereesh70,Computer Science Engineering,97,56,88,80,90,31,39,48,38,Struggling Academically,p_sabereesh70,pass_4891
464,Pooja69,Computer Science Engineering,48,84,40,99,42,66,62,53,46,Inconsistent Learner,p_pooja69,pass_7201
465,Pradhik14,Computer Science Engineering,69,55,83,68,90,74,86,39,95,Inconsistent Learner,p_pradhik14,pass_1878
466,Vikram64,Computer Science Engineering,63,93,53,90,68,78,99,78,60,Inconsistent Learner,p_vikram64,pass_1372
467,Karan70,Computer Science Engineering,78,68,90,74,80,38,62,72,78,Inconsistent Learner,p_karan70,pass_4421
468,Priya83,Computer Science Engineering,53,61,76,86,69,76,67,89,93,Inconsistent Learner,p_priya83,pass_7541
469,Sneha82,Computer Science Engineering,61,40,80,67,42,95,53,96,37,Inconsistent Learner,p_sneha82,pass_9548
470,Ajay26,Computer Science Engineering,88,40,85,83,70,87,64,98,42,Inconsistent Learner,p_ajay26,pass_3444
471,Kavinaya45,Computer Science Engineering,52,71,67,89,80,87,71,71,41,Practical Learner,p_kavinaya45,pass_1896
472,Balkies48,Computer Science Engineering,72,48,96,80,94,94,48,98,49,Inconsistent Learner,p_balkies48,pass_1024
473,Vikram1,Computer Science Engineering,71,72,57,56,49,42,83,39,63,Inconsistent Learner,p_vikram1,pass_9663
474,Priya14,Computer Science Engineering,45,44,79,87,89,85,56,71,40,Practical Learner,p_priya14,pass_2873
